Disease Name,Severity Level,Symptoms,Recommended Medications,Required Food,Safety Precautions,Recommended Doctor,Treatment Plan,Follow-Up Recommendations,Patient Education,Recovery Time
Idiopathic Acute Pericarditis,Mild to Severe,"{'Early': 'Sharp chest pain, fever, and fatigue.', 'Progressing': 'Increased chest pain, persistent fever, and difficulty breathing.', 'Severe': 'Severe chest pain, potential for cardiac tamponade, and significant impact on daily activities.'}","{'First-Line': 'Nonsteroidal anti-inflammatory drugs (NSAIDs, e.g., ibuprofen) and colchicine.', 'Alternative': 'Corticosteroids if NSAIDs are not effective or contraindicated.'}","{'Balanced Diet': 'Nutrient-rich diet to support overall health.', 'Acute Pericarditis Management Foods': 'No specific dietary requirements, but maintaining a balanced diet can support overall well-being.'}","{'Regular Monitoring': 'Frequent assessments of symptoms and response to treatment.', 'Manage Risk Factors': 'Adherence to treatment plans and avoiding activities that may exacerbate symptoms.'}","{'Primary Specialist': 'Cardiologist.', 'Additional Specialists': 'None specifically, but a dietitian may be consulted for dietary management and a physical therapist for exercise recommendations.'}","{'Initial Care': 'Medications to manage pain and inflammation.', 'Ongoing Care': 'Continued medication and regular monitoring of symptoms.', 'Hospitalization': 'Required in cases of severe symptoms or complications such as cardiac tamponade.'}","{'Monitoring': 'Regular follow-ups to assess symptoms and treatment response.', 'Additional Tests': 'Echocardiography and possibly other imaging studies to evaluate heart function and inflammation.'}","{'Disease Management': 'Understanding idiopathic acute pericarditis and its management.', 'Lifestyle Adjustments': 'Importance of medication adherence, avoiding activities that may exacerbate symptoms, and regular monitoring.'}",Symptoms typically improve with treatment; ongoing management and regular follow-ups are essential.
Idiopathic Uveitis,Mild to Severe,"{'Early': 'Redness of the eye, mild pain, and sensitivity to light.', 'Progressing': 'Increased pain, blurred vision, and worsening sensitivity to light.', 'Severe': 'Severe eye pain, significant vision loss, and potential complications such as glaucoma or cataracts.'}","{'First-Line': 'Corticosteroid eye drops or oral steroids to reduce inflammation.', 'Alternative': 'Immunosuppressive agents or biologics if corticosteroids are not effective.'}","{'Balanced Diet': 'Nutrient-rich diet to support overall health and immune function.', 'Uveitis Management Foods': 'No specific dietary requirements, but maintaining a balanced diet can support overall well-being.'}","{'Regular Monitoring': 'Frequent eye examinations and assessments of treatment response.', 'Manage Risk Factors': 'Adherence to medication plans and regular follow-ups to prevent complications.'}","{'Primary Specialist': 'Ophthalmologist.', 'Additional Specialists': 'None specifically, but a rheumatologist may be consulted if an autoimmune condition is suspected.'}","{'Initial Care': 'Medications to manage inflammation and symptoms.', 'Ongoing Care': 'Continued medication, regular monitoring of eye health, and possible adjustments to treatment.', 'Hospitalization': 'Typically not required unless complications arise.'}","{'Monitoring': 'Regular eye exams to assess treatment response and detect complications.', 'Additional Tests': 'Eye imaging studies and possibly blood tests to evaluate underlying causes.'}","{'Disease Management': 'Understanding idiopathic uveitis and its management.', 'Lifestyle Adjustments': 'Importance of medication adherence, protecting eyes from bright light, and regular monitoring.'}",Symptoms can improve with treatment; ongoing management and regular follow-ups are essential for preventing complications.
Idiopathic Pulmonary Arterial Hypertension,Mild to Severe,"{'Early': 'Shortness of breath with exertion, fatigue, and mild chest pain.', 'Progressing': 'Increased shortness of breath, persistent fatigue, and worsening chest pain.', 'Severe': 'Severe shortness of breath, significant limitations in physical activity, and potential for heart failure.'}","{'First-Line': 'Endothelin receptor antagonists (e.g., Bosentan), phosphodiesterase-5 inhibitors (e.g., Sildenafil), and prostacyclin analogs (e.g., Epoprostenol).', 'Alternative': 'Other treatments based on response to initial therapies and symptom management.'}","{'Balanced Diet': 'Nutrient-rich diet to support overall health and cardiovascular function.', 'Pulmonary Arterial Hypertension Management Foods': 'No specific dietary requirements, but a balanced diet can support overall well-being.'}","{'Regular Monitoring': 'Frequent assessments of pulmonary function and response to treatment.', 'Manage Risk Factors': 'Adherence to treatment plans, avoiding high-altitude environments, and regular follow-ups.'}","{'Primary Specialist': 'Pulmonologist or cardiologist specializing in pulmonary hypertension.', 'Additional Specialists': 'None specifically, but a dietitian may be consulted for dietary management.'}","{'Initial Care': 'Medications to manage pulmonary arterial pressure and symptoms.', 'Ongoing Care': 'Continued medication, regular monitoring of pulmonary function, and lifestyle adjustments.', 'Hospitalization': 'Required in cases of severe symptoms or complications.'}","{'Monitoring': 'Regular follow-ups to assess treatment response and pulmonary function.', 'Additional Tests': 'Echocardiography, right heart catheterization, and possibly other imaging studies.'}","{'Disease Management': 'Understanding idiopathic pulmonary arterial hypertension and its management.', 'Lifestyle Adjustments': 'Importance of medication adherence, avoiding high-altitude environments, and regular monitoring.'}",Management of symptoms and ongoing treatment are crucial; long-term prognosis depends on response to treatment.
Idiopathic Short Stature,Mild to Severe,"{'Early': 'Short stature compared to peers, normal physical development otherwise.', 'Progressing': 'Persistent short stature despite normal growth patterns in other areas.', 'Severe': 'Significant short stature impacting daily life and social interactions.'}","{'First-Line': 'Growth hormone therapy if indicated.', 'Alternative': 'Other treatments based on underlying causes and response to initial therapies.'}","{'Balanced Diet': 'Nutrient-rich diet to support overall growth and development.', 'Short Stature Management Foods': 'No specific dietary requirements, but maintaining a balanced diet can support overall well-being.'}","{'Regular Monitoring': 'Frequent assessments of growth patterns and response to treatment.', 'Manage Risk Factors': 'Adherence to treatment plans and regular follow-ups.'}","{'Primary Specialist': 'Pediatric endocrinologist.', 'Additional Specialists': 'None specifically, but a dietitian may be consulted for dietary management.'}","{'Initial Care': 'Growth hormone therapy and regular monitoring of growth patterns.', 'Ongoing Care': 'Continued medication and regular follow-ups to assess growth and development.', 'Hospitalization': 'Typically not required unless complications arise.'}","{'Monitoring': 'Regular follow-ups to assess growth and treatment response.', 'Additional Tests': 'Growth hormone tests and possibly imaging studies to evaluate growth patterns.'}","{'Disease Management': 'Understanding idiopathic short stature and its management.', 'Lifestyle Adjustments': 'Importance of medication adherence, balanced diet, and regular monitoring.'}",Growth may improve with treatment; ongoing management and regular follow-ups are essential for optimal outcomes.
Idiopathic Inflammatory Myopathy,Mild to Severe,"{'Early': 'Muscle weakness, fatigue, and mild pain.', 'Progressing': 'Increased muscle weakness, difficulty with physical activities, and worsening fatigue.', 'Severe': 'Severe muscle weakness, significant impact on daily activities, and potential for muscle wasting.'}","{'First-Line': 'Corticosteroids (e.g., prednisone) and immunosuppressive agents (e.g., azathioprine).', 'Alternative': 'Other immunosuppressive agents if initial treatments are not effective.'}","{'Balanced Diet': 'Nutrient-rich diet to support muscle health and overall well-being.', 'Inflammatory Myopathy Management Foods': 'No specific dietary requirements, but maintaining a balanced diet can support overall health.'}","{'Regular Monitoring': 'Frequent assessments of muscle strength and response to treatment.', 'Manage Risk Factors': 'Adherence to treatment plans, regular follow-ups, and avoiding excessive physical exertion.'}","{'Primary Specialist': 'Rheumatologist or neurologist.', 'Additional Specialists': 'None specifically, but a dietitian may be consulted for dietary management and a physical therapist for exercise recommendations.'}","{'Initial Care': 'Medications to reduce inflammation and manage muscle symptoms.', 'Ongoing Care': 'Continued medication, regular monitoring of muscle strength, and lifestyle adjustments.', 'Hospitalization': 'Required in cases of severe muscle weakness or complications.'}","{'Monitoring': 'Regular follow-ups to assess muscle strength and treatment response.', 'Additional Tests': 'Muscle biopsy, blood tests, and possibly imaging studies to evaluate disease progression.'}","{'Disease Management': 'Understanding idiopathic inflammatory myopathy and its management.', 'Lifestyle Adjustments': 'Importance of medication adherence, avoiding excessive physical exertion, and regular monitoring.'}",Symptoms can improve with treatment; ongoing management and regular follow-ups are crucial for optimal outcomes.
Idiopathic Facial Paralysis (Bell's Palsy),Mild to Severe,"{'Early': 'Sudden onset of facial weakness or paralysis, usually on one side of the face.', 'Progressing': 'Increased difficulty with facial movements, drooping of the mouth, and loss of the sense of taste.', 'Severe': 'Complete facial paralysis, difficulty with eye closure, and potential for long-term facial weakness.'}","{'First-Line': 'Corticosteroids (e.g., prednisone) to reduce inflammation and swelling.', 'Alternative': 'Analgesics for pain management and physical therapy if needed.'}","{'Balanced Diet': 'Nutrient-rich diet to support overall health.', 'Facial Paralysis Management Foods': 'No specific dietary requirements, but maintaining a balanced diet can support overall well-being.'}","{'Regular Monitoring': 'Frequent assessments of facial function and response to treatment.', 'Manage Risk Factors': 'Adherence to treatment plans and protection of the affected eye if needed.'}","{'Primary Specialist': 'Neurologist or otolaryngologist.', 'Additional Specialists': 'None specifically, but a physical therapist may be consulted for facial exercises.'}","{'Initial Care': 'Medications to reduce inflammation and manage symptoms.', 'Ongoing Care': 'Continued medication, physical therapy, and regular monitoring of facial function.', 'Hospitalization': 'Typically not required unless complications arise.'}","{'Monitoring': 'Regular follow-ups to assess facial function and treatment response.', 'Additional Tests': 'Electromyography (EMG) and possibly imaging studies to evaluate nerve function.'}","{'Disease Management': 'Understanding idiopathic facial paralysis and its management.', 'Lifestyle Adjustments': 'Importance of medication adherence, facial exercises, and protecting the affected eye.'}",Symptoms typically improve with treatment; ongoing management and regular follow-ups are essential for optimal recovery.
Idiopathic Epileptic Seizures,Mild to Severe,"{'Early': 'Intermittent seizures with no clear underlying cause.', 'Progressing': 'Increased frequency or severity of seizures, potentially impacting daily life.', 'Severe': 'Frequent and severe seizures, significant impact on daily activities, and potential for long-term complications.'}","{'First-Line': 'Antiepileptic drugs (e.g., Levetiracetam, Lamotrigine).', 'Alternative': 'Other antiepileptic drugs based on response to initial therapy.'}","{'Balanced Diet': 'Nutrient-rich diet to support overall health.', 'Epileptic Seizures Management Foods': 'No specific dietary requirements, but maintaining a balanced diet can support overall well-being.'}","{'Regular Monitoring': 'Frequent assessments of seizure frequency and response to treatment.', 'Manage Risk Factors': 'Adherence to medication plans and avoiding triggers for seizures.'}","{'Primary Specialist': 'Neurologist.', 'Additional Specialists': 'None specifically, but a dietitian may be consulted for dietary management and a psychologist for coping strategies.'}","{'Initial Care': 'Medications to control seizures and manage symptoms.', 'Ongoing Care': 'Continued medication, regular monitoring of seizure activity, and lifestyle adjustments.', 'Hospitalization': 'Required in cases of severe or frequent seizures or complications.'}","{'Monitoring': 'Regular follow-ups to assess seizure control and treatment response.', 'Additional Tests': 'Electroencephalogram (EEG) and possibly imaging studies to evaluate brain activity.'}","{'Disease Management': 'Understanding idiopathic epileptic seizures and their management.', 'Lifestyle Adjustments': 'Importance of medication adherence, avoiding seizure triggers, and regular monitoring.'}",Seizure control can improve with treatment; ongoing management and regular follow-ups are crucial for optimal outcomes.
Idiopathic Neuropathy,Mild to Severe,"{'Early': 'Numbness or tingling in the extremities, mild pain.', 'Progressing': 'Increased numbness, pain, and possible weakness in the affected areas.', 'Severe': 'Severe pain, significant loss of sensation, and potential mobility issues.'}","{'First-Line': 'Medications for pain management (e.g., Gabapentin, Pregabalin).', 'Alternative': 'Other treatments based on response to initial therapies and symptom management.'}","{'Balanced Diet': 'Nutrient-rich diet to support nerve health and overall well-being.', 'Neuropathy Management Foods': 'No specific dietary requirements, but maintaining a balanced diet can support overall health.'}","{'Regular Monitoring': 'Frequent assessments of symptoms and response to treatment.', 'Manage Risk Factors': 'Adherence to treatment plans and regular follow-ups to prevent complications.'}","{'Primary Specialist': 'Neurologist.', 'Additional Specialists': 'None specifically, but a dietitian may be consulted for dietary management and a physical therapist for mobility support.'}","{'Initial Care': 'Medications to manage pain and other symptoms.', 'Ongoing Care': 'Continued medication, regular monitoring of symptoms, and lifestyle adjustments.', 'Hospitalization': 'Typically not required unless complications arise.'}","{'Monitoring': 'Regular follow-ups to assess symptoms and treatment response.', 'Additional Tests': 'Nerve conduction studies and possibly imaging studies to evaluate nerve function.'}","{'Disease Management': 'Understanding idiopathic neuropathy and its management.', 'Lifestyle Adjustments': 'Importance of medication adherence, balanced diet, and regular monitoring.'}",Management of symptoms and ongoing treatment are crucial; long-term prognosis depends on response to treatment.
Idiopathic Parkinsonism,Mild to Severe,"{'Early': 'Tremors, rigidity, and bradykinesia (slowness of movement).', 'Progressing': 'Increased tremors, muscle rigidity, and difficulty with movement and coordination.', 'Severe': 'Significant impairment of motor function, difficulty with daily activities, and potential for other symptoms such as cognitive decline.'}","{'First-Line': 'Levodopa (often combined with Carbidopa) and dopamine agonists (e.g., Pramipexole).', 'Alternative': 'Other medications such as MAO-B inhibitors (e.g., Selegiline) or COMT inhibitors (e.g., Entacapone).'}","{'Balanced Diet': 'Nutrient-rich diet to support overall health.', 'Parkinsonism Management Foods': 'No specific dietary requirements, but maintaining a balanced diet can support overall well-being.'}","{'Regular Monitoring': 'Frequent assessments of motor function and response to treatment.', 'Manage Risk Factors': 'Adherence to medication plans, regular follow-ups, and possible modifications to lifestyle to accommodate motor impairments.'}","{'Primary Specialist': 'Neurologist.', 'Additional Specialists': 'None specifically, but a dietitian may be consulted for dietary management and a physical therapist for mobility support.'}","{'Initial Care': 'Medications to manage motor symptoms and improve quality of life.', 'Ongoing Care': 'Continued medication, regular monitoring of motor function, and lifestyle adjustments.', 'Hospitalization': 'Required in cases of severe symptoms or complications.'}","{'Monitoring': 'Regular follow-ups to assess motor function and treatment response.', 'Additional Tests': 'Neuroimaging and possibly other diagnostic tests to evaluate disease progression.'}","{'Disease Management': 'Understanding idiopathic parkinsonism and its management.', 'Lifestyle Adjustments': 'Importance of medication adherence, physical therapy, and regular monitoring.'}",Management of symptoms and ongoing treatment are crucial; long-term prognosis depends on response to treatment.
Idiopathic Systemic Vasculitis,Mild to Severe,"{'Early': 'Fever, fatigue, and generalized malaise.', 'Progressing': 'Increased symptoms affecting multiple organs, such as skin rashes, joint pain, and organ-specific issues.', 'Severe': 'Severe organ damage, significant symptoms affecting daily life, and potential for life-threatening complications.'}","{'First-Line': 'Corticosteroids (e.g., prednisone) and immunosuppressive agents (e.g., Methotrexate).', 'Alternative': 'Other immunosuppressive therapies if initial treatments are not effective.'}","{'Balanced Diet': 'Nutrient-rich diet to support overall health and immune function.', 'Systemic Vasculitis Management Foods': 'No specific dietary requirements, but maintaining a balanced diet can support overall well-being.'}","{'Regular Monitoring': 'Frequent assessments of symptoms and organ function.', 'Manage Risk Factors': 'Adherence to treatment plans and regular follow-ups to monitor for complications.'}","{'Primary Specialist': 'Rheumatologist.', 'Additional Specialists': 'None specifically, but other specialists may be involved based on organ involvement.'}","{'Initial Care': 'Medications to manage inflammation and symptoms.', 'Ongoing Care': 'Continued medication, regular monitoring of symptoms and organ function, and lifestyle adjustments.', 'Hospitalization': 'Required in cases of severe symptoms or organ damage.'}","{'Monitoring': 'Regular follow-ups to assess disease activity and treatment response.', 'Additional Tests': 'Blood tests, imaging studies, and possibly biopsies to evaluate disease progression.'}","{'Disease Management': 'Understanding idiopathic systemic vasculitis and its management.', 'Lifestyle Adjustments': 'Importance of medication adherence and regular monitoring.'}",Symptoms can improve with treatment; ongoing management and regular follow-ups are essential for optimal outcomes.
Idiopathic Ataxia,Mild to Severe,"{'Early': 'Unsteadiness, difficulty with coordination, and mild tremors.', 'Progressing': 'Increased difficulty with balance, coordination, and fine motor skills.', 'Severe': 'Significant impairment of motor control, severe balance issues, and potential impact on daily activities.'}","{'First-Line': 'Supportive therapies including medications for symptom management (e.g., Antidepressants for associated mood issues).', 'Alternative': 'Other treatments based on symptom response and underlying conditions.'}","{'Balanced Diet': 'Nutrient-rich diet to support overall health and muscle function.', 'Ataxia Management Foods': 'No specific dietary requirements, but maintaining a balanced diet can support overall well-being.'}","{'Regular Monitoring': 'Frequent assessments of motor function and response to treatment.', 'Manage Risk Factors': 'Adherence to treatment plans, physical therapy, and avoiding falls or injuries.'}","{'Primary Specialist': 'Neurologist.', 'Additional Specialists': 'None specifically, but a physical therapist may be consulted for mobility support.'}","{'Initial Care': 'Supportive therapies and symptom management.', 'Ongoing Care': 'Continued symptom management, physical therapy, and regular monitoring.', 'Hospitalization': 'Typically not required unless complications arise.'}","{'Monitoring': 'Regular follow-ups to assess symptoms and treatment response.', 'Additional Tests': 'Neuroimaging and possibly other diagnostic tests to evaluate disease progression.'}","{'Disease Management': 'Understanding idiopathic ataxia and its management.', 'Lifestyle Adjustments': 'Importance of medication adherence, physical therapy, and avoiding falls.'}",Management of symptoms and ongoing treatment are crucial; long-term prognosis depends on response to treatment.
Idiopathic Angiitis,Mild to Severe,"{'Early': 'Generalized symptoms such as fever and malaise, with potential involvement of skin rashes or joint pain.', 'Progressing': 'Increased symptoms affecting various organs, such as skin ulcers, joint swelling, or systemic symptoms.', 'Severe': 'Severe symptoms affecting multiple organ systems, with potential for life-threatening complications.'}","{'First-Line': 'Corticosteroids (e.g., prednisone) and immunosuppressive agents (e.g., Methotrexate).', 'Alternative': 'Other immunosuppressive therapies based on response to initial treatments.'}","{'Balanced Diet': 'Nutrient-rich diet to support overall health and immune function.', 'Angiitis Management Foods': 'No specific dietary requirements, but maintaining a balanced diet can support overall well-being.'}","{'Regular Monitoring': 'Frequent assessments of symptoms and organ function.', 'Manage Risk Factors': 'Adherence to treatment plans and regular follow-ups to monitor for complications.'}","{'Primary Specialist': 'Rheumatologist.', 'Additional Specialists': 'None specifically, but other specialists may be involved based on organ involvement.'}","{'Initial Care': 'Medications to manage inflammation and symptoms.', 'Ongoing Care': 'Continued medication, regular monitoring of symptoms and organ function, and lifestyle adjustments.', 'Hospitalization': 'Required in cases of severe symptoms or organ damage.'}","{'Monitoring': 'Regular follow-ups to assess disease activity and treatment response.', 'Additional Tests': 'Blood tests, imaging studies, and possibly biopsies to evaluate disease progression.'}","{'Disease Management': 'Understanding idiopathic angiitis and its management.', 'Lifestyle Adjustments': 'Importance of medication adherence and regular monitoring.'}",Symptoms can improve with treatment; ongoing management and regular follow-ups are essential for optimal outcomes.
Idiopathic Obstructive Sleep Apnea,Mild to Severe,"{'Early': 'Loud snoring, intermittent pauses in breathing during sleep, and daytime drowsiness.', 'Progressing': 'Increased severity of sleep disturbances, significant daytime fatigue, and potential cardiovascular issues.', 'Severe': 'Severe sleep disturbances, significant impact on daily functioning, and potential complications such as hypertension or heart disease.'}","{'First-Line': 'Continuous Positive Airway Pressure (CPAP) therapy.', 'Alternative': 'Other treatments such as bilevel positive airway pressure (BiPAP) or oral appliances.'}","{'Balanced Diet': 'Nutrient-rich diet to support overall health and weight management.', 'Sleep Apnea Management Foods': 'No specific dietary requirements, but maintaining a balanced diet can support overall well-being.'}","{'Regular Monitoring': 'Frequent assessments of sleep patterns and response to therapy.', 'Manage Risk Factors': 'Adherence to CPAP therapy and lifestyle modifications such as weight management.'}","{'Primary Specialist': 'Sleep specialist or pulmonologist.', 'Additional Specialists': 'None specifically, but an ENT specialist may be consulted for anatomical issues.'}","{'Initial Care': 'CPAP therapy and lifestyle modifications.', 'Ongoing Care': 'Continued CPAP therapy, regular monitoring of sleep patterns, and lifestyle adjustments.', 'Hospitalization': 'Typically not required unless complications arise.'}","{'Monitoring': 'Regular follow-ups to assess sleep patterns and response to therapy.', 'Additional Tests': 'Sleep studies and possibly imaging studies to evaluate airway function.'}","{'Disease Management': 'Understanding idiopathic obstructive sleep apnea and its management.', 'Lifestyle Adjustments': 'Importance of CPAP adherence, weight management, and regular monitoring.'}",Symptoms can improve with CPAP therapy; ongoing management and regular follow-ups are crucial for optimal outcomes.
Idiopathic Peripheral Neuropathy,Mild to Severe,"{'Early': 'Numbness or tingling in the extremities, mild pain.', 'Progressing': 'Increased numbness, pain, and possible weakness in the affected areas.', 'Severe': 'Severe pain, significant loss of sensation, and potential mobility issues.'}","{'First-Line': 'Medications for pain management (e.g., Gabapentin, Pregabalin).', 'Alternative': 'Other treatments based on response to initial therapies and symptom management.'}","{'Balanced Diet': 'Nutrient-rich diet to support nerve health and overall well-being.', 'Peripheral Neuropathy Management Foods': 'No specific dietary requirements, but maintaining a balanced diet can support overall health.'}","{'Regular Monitoring': 'Frequent assessments of symptoms and response to treatment.', 'Manage Risk Factors': 'Adherence to treatment plans and regular follow-ups to prevent complications.'}","{'Primary Specialist': 'Neurologist.', 'Additional Specialists': 'None specifically, but a dietitian may be consulted for dietary management and a physical therapist for mobility support.'}","{'Initial Care': 'Medications to manage pain and other symptoms.', 'Ongoing Care': 'Continued medication, regular monitoring of symptoms, and lifestyle adjustments.', 'Hospitalization': 'Typically not required unless complications arise.'}","{'Monitoring': 'Regular follow-ups to assess symptoms and treatment response.', 'Additional Tests': 'Nerve conduction studies and possibly imaging studies to evaluate nerve function.'}","{'Disease Management': 'Understanding idiopathic peripheral neuropathy and its management.', 'Lifestyle Adjustments': 'Importance of medication adherence, balanced diet, and regular monitoring.'}",Management of symptoms and ongoing treatment are crucial; long-term prognosis depends on response to treatment.
Idiopathic Spondyloarthritis,Mild to Severe,"{'Early': 'Lower back pain and stiffness, particularly in the morning.', 'Progressing': 'Increased back pain, stiffness, and potential involvement of other joints.', 'Severe': 'Severe back pain, significant mobility issues, and potential for spinal deformities.'}","{'First-Line': 'Nonsteroidal anti-inflammatory drugs (NSAIDs) such as Ibuprofen or Naproxen.', 'Alternative': 'Disease-modifying antirheumatic drugs (DMARDs) or biologics if NSAIDs are not effective.'}","{'Balanced Diet': 'Nutrient-rich diet to support overall health and joint function.', 'Spondyloarthritis Management Foods': 'No specific dietary requirements, but maintaining a balanced diet can support overall well-being.'}","{'Regular Monitoring': 'Frequent assessments of symptoms and response to treatment.', 'Manage Risk Factors': 'Adherence to medication plans, regular follow-ups, and physical therapy for mobility support.'}","{'Primary Specialist': 'Rheumatologist.', 'Additional Specialists': 'None specifically, but a physical therapist may be consulted for mobility support.'}","{'Initial Care': 'Medications to manage pain and inflammation.', 'Ongoing Care': 'Continued medication, regular monitoring of symptoms, and physical therapy.', 'Hospitalization': 'Typically not required unless complications arise.'}","{'Monitoring': 'Regular follow-ups to assess symptoms and treatment response.', 'Additional Tests': 'Imaging studies to evaluate spinal changes and disease progression.'}","{'Disease Management': 'Understanding idiopathic spondyloarthritis and its management.', 'Lifestyle Adjustments': 'Importance of medication adherence, physical therapy, and regular monitoring.'}",Management of symptoms and ongoing treatment are crucial; long-term prognosis depends on response to treatment.
Idiopathic Restless Legs Syndrome,Mild to Severe,"{'Early': 'Uncomfortable sensations in the legs, often relieved by movement, and mild sleep disturbances.', 'Progressing': 'Increased frequency and intensity of symptoms, more significant impact on sleep and daily activities.', 'Severe': 'Severe discomfort, significant sleep disturbances, and major impact on daily functioning.'}","{'First-Line': 'Dopamine agonists (e.g., Ropinirole, Pramipexole), and sometimes anticonvulsants (e.g., Gabapentin).', 'Alternative': 'Iron supplements if deficiency is present, and opioids in severe cases.'}","{'Balanced Diet': 'Nutrient-rich diet to support overall health and potentially reduce symptoms.', 'Restless Legs Management Foods': 'No specific dietary requirements, but maintaining a balanced diet can support overall well-being.'}","{'Regular Monitoring': 'Frequent assessments of symptoms and response to medication.', 'Manage Risk Factors': 'Adherence to medication plans, avoiding triggers like caffeine and alcohol, and ensuring good sleep hygiene.'}","{'Primary Specialist': 'Neurologist.', 'Additional Specialists': 'None specifically, but a sleep specialist may be consulted for severe cases.'}","{'Initial Care': 'Medications to manage symptoms and lifestyle modifications.', 'Ongoing Care': 'Continued medication, regular monitoring of symptoms, and lifestyle adjustments.', 'Hospitalization': 'Typically not required unless complications arise.'}","{'Monitoring': 'Regular follow-ups to assess symptoms and treatment response.', 'Additional Tests': 'No specific additional tests unless secondary conditions are suspected.'}","{'Disease Management': 'Understanding idiopathic restless legs syndrome and its management.', 'Lifestyle Adjustments': 'Importance of medication adherence, avoiding triggers, and maintaining good sleep hygiene.'}",Management of symptoms with medication and lifestyle changes; long-term prognosis depends on response to treatment.
Idiopathic Autoimmune Hepatitis,Mild to Severe,"{'Early': 'Fatigue, abdominal pain, and mild jaundice.', 'Progressing': 'Increased jaundice, abdominal discomfort, and potential liver dysfunction.', 'Severe': 'Severe liver inflammation, risk of liver failure, and complications such as cirrhosis.'}","{'First-Line': 'Corticosteroids (e.g., Prednisone) and immunosuppressive agents (e.g., Azathioprine).', 'Alternative': 'Other immunosuppressive therapies based on response to initial treatments.'}","{'Balanced Diet': 'Nutrient-rich diet to support liver function and overall health.', 'Autoimmune Hepatitis Management Foods': 'No specific dietary requirements, but avoiding alcohol and maintaining a balanced diet is important.'}","{'Regular Monitoring': 'Frequent assessments of liver function and response to medication.', 'Manage Risk Factors': 'Adherence to medication plans and regular follow-ups to monitor for liver complications.'}","{'Primary Specialist': 'Hepatologist or gastroenterologist.', 'Additional Specialists': 'None specifically, but a dietitian may be consulted for dietary management.'}","{'Initial Care': 'Medications to manage inflammation and immune response.', 'Ongoing Care': 'Continued medication, regular monitoring of liver function, and lifestyle adjustments.', 'Hospitalization': 'Required in cases of severe liver dysfunction or complications.'}","{'Monitoring': 'Regular follow-ups to assess liver function and treatment response.', 'Additional Tests': 'Liver function tests, imaging studies, and possibly liver biopsies to evaluate disease progression.'}","{'Disease Management': 'Understanding idiopathic autoimmune hepatitis and its management.', 'Lifestyle Adjustments': 'Importance of medication adherence, avoiding alcohol, and maintaining a balanced diet.'}",Symptoms can improve with treatment; ongoing management and regular follow-ups are essential for optimal outcomes.
Idiopathic Sudden Sensorineural Hearing Loss,Mild to Severe,"{'Early': 'Rapid onset of hearing loss in one or both ears, often accompanied by tinnitus or vertigo.', 'Progressing': 'Worsening hearing loss, increased tinnitus, and potential balance issues.', 'Severe': 'Significant hearing loss, potential complete loss of hearing, and severe impact on daily functioning.'}","{'First-Line': 'Corticosteroids (e.g., Prednisone) for reducing inflammation and promoting recovery.', 'Alternative': 'Other treatments based on response to initial therapy, such as hyperbaric oxygen therapy.'}","{'Balanced Diet': 'Nutrient-rich diet to support overall health and possibly enhance recovery.', 'Hearing Loss Management Foods': 'No specific dietary requirements, but maintaining a balanced diet can support overall well-being.'}","{'Regular Monitoring': 'Frequent assessments of hearing and response to treatment.', 'Manage Risk Factors': 'Adherence to medication plans and avoiding exposure to loud noises.'}","{'Primary Specialist': 'Otolaryngologist (ENT specialist).', 'Additional Specialists': 'Audiologist for hearing assessments and possible hearing aid fitting.'}","{'Initial Care': 'Medications to reduce inflammation and support hearing recovery.', 'Ongoing Care': 'Continued monitoring of hearing and response to treatment, with possible use of hearing aids if needed.', 'Hospitalization': 'Typically not required unless severe complications arise.'}","{'Monitoring': 'Regular follow-ups to assess hearing and treatment response.', 'Additional Tests': 'Audiometric tests and possibly imaging studies to evaluate the extent of hearing loss.'}","{'Disease Management': 'Understanding idiopathic sudden sensorineural hearing loss and its management.', 'Lifestyle Adjustments': 'Importance of medication adherence, avoiding loud noises, and regular hearing assessments.'}",Some improvement may occur with treatment; long-term prognosis varies depending on response to therapy.
